date,population_growth,urbanization_rate,fossil_fuel_consumption,electricity_demand,co2_emissions,methane_emissions,forest_cover_loss,trade_volume,military_spending,global_temp_anomaly,ocean_heat_content,enso_index,extreme_weather_freq,drought_index,sea_level_rise,carbon_price_volatility,climate_policy_uncertainty,disaster_freq_volatility,temp_anomaly_variance,vix,baa_aaa_spread,ted_spread,bank_equity_vol,energy_sector_returns,term_spread
1990-01-01,1.146213504078883,1.8388209388243226,0.058638450205473466,-0.42363538386487865,-0.021164773166657862,-1.3678073732524607,0.5553765012450873,-0.33292274564916036,1.6546884487780933,-0.05212417483537956,1.3248923452705987,-0.4685394041971693,0.7354356523154929,0.1877200472142954,-0.06629064795148472,0.0,2.0809676055313173,-0.010196238809623266,0.6570602028876148,0.4905839781039642,-0.26971208111495076,1.007584496759679,-0.02875716318185648,0.006848119706921068,1.0170147345623382
1990-02-01,1.146213504078883,1.8388209388243226,0.058638450205473466,-0.42363538386487865,-0.021164773166657862,-1.3678073732524607,0.5553765012450873,-0.33292274564916036,1.6546884487780933,-0.05212417483537956,1.3248923452705987,-0.17396922010840477,0.7354356523154929,0.1877200472142954,-0.06629064795148472,0.0,2.0809676055313173,-0.010196238809623266,0.6570602028876148,0.47938427898731784,-0.26971208111495076,1.007584496759679,-0.02875716318185648,0.006848119706921068,1.0170147345623382
1990-03-01,1.146213504078883,1.8388209388243226,0.058638450205473466,-0.42363538386487865,-0.021164773166657862,-1.3678073732524607,0.5553765012450873,-0.33292274564916036,1.6546884487780933,-0.05212417483537956,1.3248923452705987,-0.4317181311860738,0.7354356523154929,0.1877200472142954,-0.06629064795148472,0.0,2.0809676055313173,-0.010196238809623266,0.6570602028876148,0.055913462331200973,-0.7329688695421123,1.007584496759679,-0.02875716318185648,0.006848119706921068,1.0170147345623382
1990-04-01,1.146213504078883,1.8388209388243226,0.058638450205473466,-0.42363538386487865,-0.021164773166657862,-1.3678073732524607,0.5553765012450873,-0.33292274564916036,1.6546884487780933,-0.05212417483537956,1.3248923452705987,-0.5053606772082649,0.7354356523154929,0.1877200472142954,-0.06629064795148472,0.0,2.0809676055313173,-0.010196238809623266,0.6570602028876148,0.23338437569645534,0.008241991941325766,1.007584496759679,-0.02875716318185648,0.006848119706921068,1.0170147345623382
1990-05-01,1.146213504078883,1.8388209388243226,0.058638450205473466,-0.42363538386487865,-0.021164773166657862,-1.3678073732524607,0.5553765012450873,-0.33292274564916036,1.6546884487780933,-0.05212417483537956,1.3248923452705987,-0.24761176613059588,0.7354356523154929,0.1877200472142954,-0.06629064795148472,0.0,2.0809676055313173,-0.010196238809623266,0.6570602028876148,-0.20403478302231817,0.9347555687956766,1.007584496759679,-0.02875716318185648,0.006848119706921068,1.0170147345623382
1990-06-01,1.146213504078883,1.8388209388243226,0.058638450205473466,-0.42363538386487865,-0.021164773166657862,-1.3678073732524607,0.5553765012450873,-0.33292274564916036,1.6546884487780933,-0.05212417483537956,1.3248923452705987,-0.30284367564723924,0.7354356523154929,0.1877200472142954,-0.06629064795148472,0.0,2.0809676055313173,-0.010196238809623266,0.6570602028876148,-0.3727883424907601,0.19354470731222104,1.007584496759679,-0.02875716318185648,0.006848119706921068,1.0170147345623382
1990-07-01,1.146213504078883,1.8388209388243226,0.058638450205473466,-0.42363538386487865,-0.021164773166657862,-1.3678073732524607,0.5553765012450873,-0.33292274564916036,1.6546884487780933,-0.05212417483537956,1.3248923452705987,-0.6342351327470994,0.7354356523154929,0.1877200472142954,-0.06629064795148472,0.0,2.0809676055313173,-0.010196238809623266,0.6570602028876148,-0.16498326007884814,0.008241991941326795,1.007584496759679,-0.02875716318185648,0.006848119706921068,1.0170147345623382
1990-08-01,1.146213504078883,1.8388209388243226,0.058638450205473466,-0.42363538386487865,-0.021164773166657862,-1.3678073732524607,0.5553765012450873,-0.33292274564916036,1.6546884487780933,-0.05212417483537956,1.3248923452705987,-0.4317181311860738,0.7354356523154929,0.1877200472142954,-0.06629064795148472,0.0,2.0809676055313173,-0.010196238809623266,0.6570602028876148,1.1294166104439898,0.3788474226830844,1.007584496759679,-0.02875716318185648,0.006848119706921068,1.0170147345623382
1990-09-01,1.146213504078883,1.8388209388243226,0.058638450205473466,-0.42363538386487865,-0.021164773166657862,-1.3678073732524607,0.5553765012450873,-0.33292274564916036,1.6546884487780933,-0.05212417483537956,1.3248923452705987,-0.4777447224499432,0.7354356523154929,0.1877200472142954,-0.06629064795148472,0.0,2.0809676055313173,-0.010196238809623266,0.6570602028876148,1.2527586405440807,0.7494528534248122,1.007584496759679,-0.02875716318185648,0.006848119706921068,1.0170147345623382
1990-10-01,1.146213504078883,1.8388209388243226,0.058638450205473466,-0.42363538386487865,-0.021164773166657862,-1.3678073732524607,0.5553765012450873,-0.33292274564916036,1.6546884487780933,-0.05212417483537956,1.3248923452705987,-0.6710564057581949,0.7354356523154929,0.1877200472142954,-0.06629064795148472,0.0,2.0809676055313173,-0.010196238809623266,0.6570602028876148,1.3213378387701016,1.212709641851987,1.007584496759679,-0.02875716318185648,0.006848119706921068,1.0170147345623382
1990-11-01,1.146213504078883,1.8388209388243226,0.058638450205473466,-0.42363538386487865,-0.021164773166657862,-1.3678073732524607,0.5553765012450873,-0.33292274564916036,1.6546884487780933,-0.05212417483537956,1.3248923452705987,-0.6250298144943255,0.7354356523154929,0.1877200472142954,-0.06629064795148472,0.0,2.0809676055313173,-0.010196238809623266,0.6570602028876148,0.6941502446774946,1.0274069264810908,1.007584496759679,-0.02875716318185648,0.006848119706921068,1.0170147345623382
1990-12-01,1.146213504078883,1.8388209388243226,0.058638450205473466,-0.42363538386487865,-0.021164773166657862,-1.3678073732524607,0.5553765012450873,-0.33292274564916036,1.6546884487780933,-0.05212417483537956,1.3248923452705987,-0.4869500407027171,0.7354356523154929,0.1877200472142954,-0.06629064795148472,0.0,2.0809676055313173,-0.010196238809623266,0.6570602028876148,0.49266500755542914,0.5641501380539488,1.007584496759679,-0.02875716318185648,0.006848119706921068,1.0170147345623382
1991-01-01,1.146213504078883,1.8388209388243226,0.058638450205473466,-0.42363538386487865,-0.021164773166657862,-1.3678073732524607,0.5553765012450873,-0.33292274564916036,1.6546884487780933,-0.05212417483537956,1.3248923452705987,-0.5237713137138127,0.7354356523154929,0.1877200472142954,-0.06629064795148472,0.0,2.0809676055313173,-0.4760444904505245,0.6497861377730656,1.0306893097269636,0.2861960649976517,1.007584496759679,-0.02875716318185648,0.006848119706921068,1.0170147345623382
1991-02-01,1.146213504078883,1.6288478388955527,0.058638450205473466,-0.5134687265075786,-0.21887029352639797,-1.3062463114160705,-0.011963491151555641,-0.2068851143418528,1.6546884487780933,0.211734225728809,1.796381672339852,-0.3764862216694304,0.014738189425160173,0.6640265098681672,-0.06629064795148472,0.0,0.6587686994142092,-0.1062516543483973,0.6649161932113336,0.2591762887808809,-1.5668310887110273,0.36281145055428154,-0.02875716318185648,0.006848119706921068,1.0672014594906654
1991-03-01,1.3028194588167776,1.393003338654721,0.07736623644385413,-0.6141391663480609,-0.4397096583171367,-1.2373330821007513,-0.15117335464077694,-0.06649763489701127,1.872504188658697,-2.4796214600259154,1.439721826604152,-0.21999581137227422,0.6153194085004374,1.398520916804614,0.13694525705338065,0.0,0.7829588431856447,0.5484098497443961,-0.8233575292249699,-0.25081204527406503,-0.7329688695421297,0.16952687970614314,-0.02875716318185648,0.006848119706921068,1.272608241535502
1991-04-01,1.4222287488505059,1.137888858824903,0.10029981077921793,-0.7225847753554578,-0.6762088362383434,-1.1632422073950583,-0.7737031210944634,0.08306648977683281,2.0285084557350728,-0.3687542555124062,0.7986128645892904,-0.30284367564723924,-1.6668892239856163,2.141056486581053,-0.06629064795148472,0.0,0.8006959161546237,-2.111503878212766,-0.9664141431444003,-0.29996663201326307,-0.7329688695421256,-0.538671590315594,-0.02875716318185648,0.006848119706921068,1.2523490350905149
1991-05-01,1.5044413741910074,0.8701058201272589,0.1274391732128401,-0.8357436254996239,-0.9208937959912998,-1.0861482093868917,-1.440964549851968,0.2366340567722933,2.1227012500237867,-0.6853843361894323,0.7921890023829903,-0.3304596304055609,0.7354356523154929,1.6326918163830895,0.00145465371680374,0.0,-0.75555266171356,-0.24987181401812864,-0.9397425710577196,-0.3582474857262567,-0.7329688695421277,-0.3547897893378672,-0.02875716318185648,0.006848119706921068,1.430595021478255
1991-06-01,1.5494573348390561,0.5962556432828222,0.1587843237459959,-0.9505537887505846,-1.1662905062774085,-1.0082256101641867,-1.2702439749091863,0.38903186318202465,2.1550825715255897,0.7394510268571864,0.8864779776201606,0.16662755524422926,2.1768305780961583,2.1103526819235903,0.00145465371680374,0.0,-0.7501094373029524,-0.2330403974422846,-0.781458914165183,-0.331422655224714,-0.45501479648581517,0.01719297884116238,-0.02875716318185648,0.006848119706921068,1.470118128219292
1991-07-01,1.5572766307816124,0.3229397490148664,0.19433526237549723,-1.0639533370773377,-1.4049249357959688,-0.9316489318154754,-0.6995096934254037,0.5350867060974235,2.1256524202218507,-0.05212417483537985,0.7374954417847961,0.5256349671024111,1.0957843837606591,2.168688562132528,-0.06629064795148472,0.0,-0.5911872102702698,1.6041673334645643,-0.769723422447043,-0.310371779270588,-0.5476661541712653,-0.09386943830771931,-0.02875716318185648,0.006848119706921068,1.2668699401628587
1991-08-01,1.5278992620313843,0.05675955804443051,0.2340919891051698,-1.1728803424498722,-1.6293230532483898,-0.8585926964286579,-1.4005563408551258,0.6696253826111601,2.034410796131295,0.15896254561597126,-0.2726327442945623,0.3139126472886115,-1.7870054678006717,1.5634789739928436,-0.06629064795148472,0.0,-1.2648741935665346,-0.3187127594739809,-0.8303406317349407,-0.5237675160855545,0.1008933496267739,-0.52114876735673,-0.02875716318185648,0.006848119706921068,0.9262344490494251
1991-09-01,1.4613252285892555,-0.19568350890738237,0.2780545039337383,-1.274272876838091,-1.8320108273358973,-0.7912314260917047,-1.5707612124825983,0.7874746898157637,1.8813576992530772,1.003309427421375,-0.050150893041294366,0.3967605115635766,0.8555518961305484,1.7068205885190595,0.0691999553850922,0.0,-1.2384717065934385,0.034484321397011616,-1.284533257487255,-0.355041738045243,0.008241991941342224,-1.1045391130490534,-0.02875716318185648,0.006848119706921068,0.7712044051563296
1991-10-01,1.3575545304410817,-0.427788031117404,0.3262228068586524,-1.36506901221109,-2.005514226758031,-0.7317396428930776,-1.4824430228787298,0.8834614248028281,1.6664931295705845,-0.8964710566407834,-0.6899284755632775,0.5716615583662805,1.0957843837606591,1.4504691181797538,0.00145465371680374,0.0,-1.0933411953739687,-1.0718467234849545,-1.0561276128904824,-0.43345272070323887,0.37884742268307,-1.3143207478600223,-0.02875716318185648,0.006848119706921068,0.9232391021499029
1991-11-01,1.2165871676010076,-0.6329525878645698,0.3785968978837377,-1.4422068205388214,-2.1423592202161084,-0.6822918689207468,-1.376438981377126,0.9524123846649483,1.3898170871008055,-1.0020144168664589,-1.073386283928494,0.6360987861356977,-0.4657267858350616,1.8724304284876292,0.00145465371680374,0.0,-0.7344396616289298,0.3065556860987796,-0.8896000155347846,-0.24693646821682627,0.2861960649976352,-1.4761315116795184,-0.02875716318185648,0.006848119706921068,1.2979622097408094
1991-12-01,1.0384231400667123,-0.804575758427522,0.435176777007719,-1.502624373791066,-2.235071776411036,-0.6450626262627178,-1.1029089564342973,0.9891543664944127,1.0513295718408306,-0.579840975963757,-1.3395672063829374,0.7373572869162106,-0.7059592734651725,2.177296809757894,0.00145465371680374,0.0,0.08308323125714266,0.6825546820025612,-0.7822348144440672,-0.17096915541818444,-0.17706072342952114,-1.6268408887653574,-0.02875716318185648,0.006848119706921068,1.6022936727242427
1992-01-01,0.8230624478294662,-0.9360561220835374,0.4959624442280458,-1.543259743937152,-2.2761778640429915,-0.6222264370073005,-1.0395082254624295,0.9885141673832564,0.6510305837811327,0.15896254561597126,-1.4027997387990923,0.40596582981635043,0.3750869208703266,1.8963908381686392,0.0691999553850922,0.0,-1.9773934999604066,-0.047619532660627295,-0.735195860036669,-0.25888735122278306,-0.1770607234295026,-1.8536388525000231,-0.02875716318185648,0.006848119706921068,1.3515821702134636
1992-02-01,0.5801940472096198,-1.0227334448765693,0.5573717864985877,-1.5619680934663585,-2.2607916805494646,-0.6150830867168298,-0.6674844834926912,0.9472495749011747,0.2089980570622245,-0.5798409759637567,-1.6138912726174668,0.5348402853551849,0.13485443324021562,1.9492360204591743,0.0691999553850922,0.0,0.22076878109240944,-0.2686862947384416,-0.8233575292249699,-0.2861205370623838,0.10089334962677185,-1.1101792411409104,-0.02875716318185648,0.006848119706921068,1.3916929202203245
1992-03-01,0.34857376344857216,-1.0677122399109895,0.6050763516233453,-1.5602729469455037,-2.1943803383133202,-0.6214334148509817,-0.33276678230751017,0.8698423385266781,-0.19445627179993039,0.5811359865186732,-2.04267970490698,1.11477533527994,-1.30654049254045,1.9937096973113129,-0.13403594961977316,0.0,-0.771030050767695,-0.16567814736204264,-0.7918365803952692,-0.2804193900558604,-0.36236343880039995,-0.7840596016435959,-0.02875716318185648,0.006848119706921068,1.0222581630452867
1992-04-01,0.13789055285341356,-1.0760382070560697,0.6354940265447111,-1.5406149194608802,-2.084999178454524,-0.6382035243436099,0.027586987126602004,0.7627051982162661,-0.5392544686743934,-1.3714161776563225,-1.8892777344454363,1.98928056929346,-0.10537805438989528,1.06547974505655,0.0691999553850922,0.0,-0.6376044903728026,-0.010196238809623266,-0.7359717603155532,-0.4071284789111635,-0.17706072342952114,-0.4156100737175432,-0.02875716318185648,0.006848119706921068,1.2727361300350861
1992-05-01,-0.05185558457209892,-1.0527570461814952,0.648624811270974,-1.5054346260987923,-1.940703542092553,-0.6623195181286498,0.12018920825206272,0.6322508939258469,-0.8253965335611175,-0.26321089528673064,-1.4087720283376348,2.016896524051782,1.816481846650992,0.13935611090991076,0.00145465371680374,0.0,-0.014190535685990886,2.448815849628416,-0.6914544818145225,-0.6037367865672848,-0.2697120811149528,-0.6743968516278922,-0.02875716318185648,0.006848119706921068,1.063535566378445
1992-06-01,-0.22066464882907041,-1.0029144571566153,0.6444687058021342,-1.457172681945349,-1.7695487703464798,-0.6907074991401302,0.7552832311889822,0.48489216561106246,-1.0528824664632002,-1.529731217994836,-1.4605270880315007,0.7557679234217584,0.3750869208703266,-0.18070674081889745,-0.13403594961977316,0.0,0.6527297063190978,0.6090055263221523,-0.8092943366701771,-0.58704043466767,-0.17706072342953758,-0.7455445851186009,-0.02875716318185648,0.006848119706921068,1.0676808218758345
1992-07-01,-0.3685366399170588,-0.931556139851213,0.6230257101318154,-1.3982697020871113,-1.5795902043368721,-0.7202935703117996,0.1295808412139272,0.32704175322880047,-1.221712267373039,-2.1102196992360507,-0.8439176986337293,-0.09112135583343973,0.014738189425160173,0.19728989652761245,0.13694525705338065,0.0,0.7091800059067062,0.1794717605450885,-0.19749696676935963,-0.7989325374859132,-0.5476661541712643,-0.6459719405541728,-0.02875716318185648,0.006848119706921068,1.3868071112945648
1992-08-01,-0.4954715578365062,-0.8437277941347039,0.5842958242644809,-1.3311663016102373,-1.3788831851828385,-0.748003834577687,0.2632162659226266,0.16511239673474357,-1.331885936297626,-1.740817938446187,-0.4076000442760025,-0.155558583602857,0.6153194085004374,0.3105226739509729,-0.13403594961977316,0.0,0.363588935135547,-0.531749303673479,0.4188588172699255,-0.6904188520233389,-0.6403175118566877,-0.29468155216448927,-0.02875716318185648,0.006848119706921068,1.1195757508592468
1992-09-01,-0.6014694025896226,-0.7444751198763159,0.5282790482020436,-1.2583030956007986,-1.1754830540034518,-0.7707643948717628,-0.19641941143945044,0.005516836084537149,-1.3834034732381348,-2.4796214600259154,-0.603880221641126,0.0009318266942992038,-1.066308004910339,-0.1480968975844074,0.13694525705338065,0.0,0.21070570119797624,0.25191515594516933,1.1913645324348088,-0.7863822057265961,0.008241991941333996,-0.05774947212934824,-0.02875716318185648,0.006848119706921068,1.281946882189916
1992-10-01,-0.6865301741706619,-0.6388438169461023,0.4549753819374897,-1.1821206991454791,-0.977445151919421,-0.7855013541278455,-0.29406408624305225,-0.14533218876486562,-1.3762648781846631,-1.2658728174306473,-0.41421034639090865,-0.017478809811248577,-0.7059592734651725,-0.21987428537959283,0.13694525705338065,0.0,0.8694165885523432,0.23409251261482664,1.6053073312199557,-0.26502217792941407,1.3980123572228502,0.23485676297868174,-0.02875716318185648,0.006848119706921068,1.074814776004809
1992-11-01,-0.750653872585149,-0.5318795852133218,0.364384825477833,-1.105059727330351,-0.7928248200497698,-0.789140815279894,-0.46217407753697004,-0.28102193785784135,-1.3104701511469257,-1.4769595378819982,-0.32802259345065243,-0.09112135583343973,-0.7059592734651725,0.010555154131528324,-0.405017156292927,0.0,-0.17418463102947712,0.6952800951347381,2.094512457056963,-0.6900754506591352,0.10089334962679036,0.3523181902757485,-0.02875716318185648,0.006848119706921068,0.489201045065961
1992-12-01,-0.7938404978326423,-0.4286281245472126,0.25650737881988545,-1.029560795241523,-0.6296773995136634,-0.7786088812617968,-0.3151453027951199,-0.39513967123860394,-1.1860192921246404,-0.6326126560765947,0.10535834497071359,-0.1187373105917614,1.2159006275757147,-0.2537122865683054,0.40792646372653446,0.0,-1.0232887036969065,-0.6810645646017774,2.014982678471239,-0.9855635891592055,-0.26971208111496925,-0.2561719265364954,-0.02875716318185648,0.006848119706921068,-0.026833440521354404
1993-01-01,-0.8160900499080584,-0.3341351348178538,0.13134304196428453,-0.9580645179656543,-0.4960582314316052,-0.7508316550075946,0.41206122308004045,-0.48127264895044436,-1.0029123011091725,-0.7909276964151075,0.16056352590249812,-0.035889446316796365,-0.826075517280228,0.009439789427341245,-0.2695265529563501,0.0,-0.2657469201946887,0.22940437002443378,1.4438230856770184,-0.9567659908539614,-0.640317511856696,-0.08258975613038869,-0.02875716318185648,0.006848119706921068,0.10444688448650784
